,PhraseId,SentenceId,Phrase,Sentiment,final_subject,final_Phrase
5516,5517.0,219.0,"['[', ""'cloaks"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'familiar"", ""'"", ',', ""'anti-feminist"", ""'"", ',', ""'equation"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'career"", ""'"", ',', ""'-"", ""'"", ',', ""'kids"", ""'"", ',', ""'="", ""'"", ',', ""'misery"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'in"", ""'"", ',', ""'tiresome"", ""'"", ',', ""'romantic-comedy"", ""'"", ',', ""'duds"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['nothing', 'movie', 'work']",[]
5541,5542.0,220.0,"['[', ""'"", 'a', ""'"", ',', ""'film"", ""'"", ',', ""'that"", ""'"", ',', ""'plays"", ""'"", ',', ""'things"", ""'"", ',', ""'so"", ""'"", ',', ""'nice"", ""'"", ',', '``', ""'n"", ""''"", ',', ""'safe"", ""'"", ',', ""'as"", ""'"", ',', ""'to"", ""'"", ',', ""'often"", ""'"", ',', ""'play"", ""'"", ',', ""'like"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'milquetoast"", ""'"", ',', ""'movie"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'week"", ""'"", ',', ""'blown"", ""'"", ',', ""'up"", ""'"", ',', ""'for"", ""'"", ',', ""'the"", ""'"", ',', ""'big"", ""'"", ',', ""'screen"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['suffers', 'decided', 'lack', 'creative', 'storytelling']",[]
5568,5569.0,221.0,"['[', ""'his"", ""'"", ',', ""'work"", ""'"", ',', ""'transcends"", ""'"", ',', ""'the"", ""'"", ',', ""'boy-meets-girl"", ""'"", ',', ""'posturing"", ""'"", ',', ""'of"", ""'"", ',', ""'typical"", ""'"", ',', ""'love"", ""'"", ',', ""'stories"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['cool', 'event', 'whole', 'family']",[]
5583,5584.0,222.0,"['[', ""'an"", ""'"", ',', ""'even"", ""'"", ',', ""'more"", ""'"", ',', ""'predictable"", ""'"", ',', ""'"", ',', ""'"", ',', ""'cliche-ridden"", ""'"", ',', ""'endeavor"", ""'"", ',', ""'than"", ""'"", ',', ""'its"", ""'"", ',', ""'predecessor"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['emerge', 'daze', 'confuse', 'whether', 'see', 'pornography', 'documentary']",[]
5596,5597.0,223.0,"['[', ""'plays"", ""'"", ',', ""'like"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'bad"", ""'"", ',', ""'blend"", ""'"", ',', ""'of"", ""'"", ',', ""'an"", ""'"", ',', ""'overripe"", ""'"", ',', ""'episode"", ""'"", ',', ""'of"", ""'"", ',', ""'tv"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'dawson"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'creek"", ""'"", ',', ""'and"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'recycled"", ""'"", ',', ""'and"", ""'"", ',', ""'dumbed-down"", ""'"", ',', ""'version"", ""'"", ',', ""'of"", ""'"", ',', ""'love"", ""'"", ',', ""'story"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['perfectly', 'respectable', 'perfectly', 'inoffensive', 'easily', 'forgettable', 'film']",[]
5626,5627.0,224.0,"['[', ""'the"", ""'"", ',', ""'script"", ""'"", ',', ""'covers"", ""'"", ',', ""'huge"", ""'"", ',', ""'"", ',', ""'"", ',', ""'heavy"", ""'"", ',', ""'topics"", ""'"", ',', ""'in"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'bland"", ""'"", ',', ""'"", ',', ""'"", ',', ""'surfacey"", ""'"", ',', ""'way"", ""'"", ',', ""'that"", ""'"", ',', ""'does"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'offer"", ""'"", ',', ""'any"", ""'"", ',', ""'insight"", ""'"", ',', ""'into"", ""'"", ',', ""'why"", ""'"", ',', ""'"", ',', ""'"", ',', ""'for"", ""'"", ',', ""'instance"", ""'"", ',', ""'"", ',', ""'"", ',', ""'good"", ""'"", ',', ""'things"", ""'"", ',', ""'happen"", ""'"", ',', ""'to"", ""'"", ',', ""'bad"", ""'"", ',', ""'people"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['dull', 'mechanical', 'kinda', 'like', 'goofy', 'museum', 'exhibit']",[]
5664,5665.0,225.0,"['[', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'so"", ""'"", ',', ""'bad"", ""'"", ',', ""'it"", ""'"", ',', ""'does"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'improve"", ""'"", ',', ""'upon"", ""'"", ',', ""'the"", ""'"", ',', ""'experience"", ""'"", ',', ""'of"", ""'"", ',', ""'staring"", ""'"", ',', ""'at"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'blank"", ""'"", ',', ""'screen"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['nick', 'sustain', 'level', 'exaggerated', 'stylized', 'humor', 'throughout', 'take', 'expectation', 'twist', 'bit']",[]
5682,5683.0,226.0,"['[', ""'they"", ""'"", ',', ""'threw"", ""'"", ',', ""'loads"", ""'"", ',', ""'of"", ""'"", ',', ""'money"", ""'"", ',', ""'at"", ""'"", ',', ""'an"", ""'"", ',', ""'idea"", ""'"", ',', ""'that"", ""'"", ',', ""'should"", ""'"", ',', '``', ""'ve"", ""''"", ',', ""'been"", ""'"", ',', ""'so"", ""'"", ',', ""'much"", ""'"", ',', ""'more"", ""'"", ',', ""'even"", ""'"", ',', ""'if"", ""'"", ',', ""'it"", ""'"", ',', ""'was"", ""'"", ',', ""'only"", ""'"", ',', ""'made"", ""'"", ',', ""'for"", ""'"", ',', ""'teenage"", ""'"", ',', ""'boys"", ""'"", ',', ""'and"", ""'"", ',', ""'wrestling"", ""'"", ',', ""'fans"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['bluer', 'atlantic', 'biologically', 'detail', 'autopsy', 'movie', 'also', 'frequently', 'hilarious']",[]
5716,5717.0,227.0,"['[', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'difficult"", ""'"", ',', ""'to"", ""'"", ',', ""'imagine"", ""'"", ',', ""'that"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'more"", ""'"", ',', ""'confused"", ""'"", ',', ""'"", ',', ""'"", ',', ""'less"", ""'"", ',', ""'interesting"", ""'"", ',', ""'and"", ""'"", ',', ""'more"", ""'"", ',', ""'sloppily"", ""'"", ',', ""'made"", ""'"", ',', ""'film"", ""'"", ',', ""'could"", ""'"", ',', ""'possibly"", ""'"", ',', ""'come"", ""'"", ',', ""'down"", ""'"", ',', ""'the"", ""'"", ',', ""'road"", ""'"", ',', ""'in"", ""'"", ',', ""'2002"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['look', 'intelligent', 'movie', 'release', 'pent', 'anger', 'enough', 'ticket', 'need']",[]
5748,5749.0,228.0,"['[', ""'though"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'well-intentioned"", ""'"", ',', ""'"", ',', ""'"", ',', ""'one"", ""'"", ',', ""'could"", ""'"", ',', ""'rent"", ""'"", ',', ""'the"", ""'"", ',', ""'original"", ""'"", ',', ""'and"", ""'"", ',', ""'get"", ""'"", ',', ""'the"", ""'"", ',', ""'same"", ""'"", ',', ""'love"", ""'"", ',', ""'story"", ""'"", ',', ""'and"", ""'"", ',', ""'parable"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['awful', 'lot', 'like', 'one', 'spear', 'music', 'video', 'content', 'except', 'go', 'least', 'minute', 'bad', 'pay', 'want', 'see']",[]
5767,5768.0,229.0,"['[', ""'jolting"", ""'"", ',', ""'into"", ""'"", ',', ""'charleston"", ""'"", ',', ""'rhythms"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'story"", ""'"", ',', ""'has"", ""'"", ',', ""'the"", ""'"", ',', ""'sizzle"", ""'"", ',', ""'of"", ""'"", ',', ""'old"", ""'"", ',', ""'news"", ""'"", ',', ""'that"", ""'"", ',', ""'has"", ""'"", ',', ""'finally"", ""'"", ',', ""'found"", ""'"", ',', ""'the"", ""'"", ',', ""'right"", ""'"", ',', ""'vent"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'accurate"", ""'"", ',', ""'"", '?', ""'"", ']']",2.0,"['movie', 'observe', 'rather', 'one', 'enter']",[]
5795,5796.0,230.0,"['[', ""'or"", ""'"", ',', ""'both"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['young', 'gun', 'meet', 'goodfellas', 'easily', 'skippable']",[]
5797,5798.0,231.0,"['[', ""'williams"", ""'"", ',', ""'plays"", ""'"", ',', ""'sy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'another"", ""'"", ',', ""'of"", ""'"", ',', ""'his"", ""'"", ',', ""'open-faced"", ""'"", ',', ""'"", ',', ""'"", ',', ""'smiling"", ""'"", ',', ""'madmen"", ""'"", ',', ""'"", ',', ""'"", ',', ""'like"", ""'"", ',', ""'the"", ""'"", ',', ""'killer"", ""'"", ',', ""'in"", ""'"", ',', ""'insomnia"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['strongman', 'ahola', 'lack', 'charisma', 'ability', 'carry', 'film', 'admittedly', 'broad', 'shoulder']",[]
5820,5821.0,232.0,"['[', ""'phoned-in"", ""'"", ',', ""'business"", ""'"", ',', ""'as"", ""'"", ',', ""'usual"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['go', 'everyone', 'bag', 'popcorn', 'definitely', 'give', 'something', 'chew']",[]
5826,5827.0,233.0,"['[', ""'with"", ""'"", ',', ""'its"", ""'"", ',', ""'lackadaisical"", ""'"", ',', ""'plotting"", ""'"", ',', ""'and"", ""'"", ',', ""'mindless"", ""'"", ',', ""'action"", ""'"", ',', ""'"", ',', ""'"", ',', ""'all"", ""'"", ',', ""'about"", ""'"", ',', ""'the"", ""'"", ',', ""'benjamins"", ""'"", ',', ""'evokes"", ""'"", ',', ""'the"", ""'"", ',', ""'bottom"", ""'"", ',', ""'tier"", ""'"", ',', ""'of"", ""'"", ',', ""'blaxploitation"", ""'"", ',', ""'flicks"", ""'"", ',', ""'from"", ""'"", ',', ""'the"", ""'"", ',', ""'1970s"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['ramsay', 'morton', 'fill', 'character', 'study', 'poetic', 'force', 'buoyant', 'feeling']",[]
5856,5857.0,234.0,"['[', ""'ah"", ""'"", ',', ""'"", ',', ""'"", ',', ""'yes"", ""'"", ',', ""'"", ',', ""'"", ',', ""'that"", ""'"", ',', ""'would"", ""'"", ',', ""'be"", ""'"", ',', ""'me"", ""'"", ',', ""'"", ':', ""'"", ',', ""'fighting"", ""'"", ',', ""'off"", ""'"", ',', ""'the"", ""'"", ',', ""'urge"", ""'"", ',', ""'to"", ""'"", ',', ""'doze"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['reno', 'let', 'radical', 'flag', 'fly', 'take', 'angry', 'potshot', 'george', 'bush', 'henry', 'kissinger', 'larry', 'king', 'et', 'al', 'reno', 'devolves', 'lecture']",['w']
5876,5877.0,235.0,"['[', ""'thoughtless"", ""'"", ',', ""'"", ',', ""'"", ',', ""'random"", ""'"", ',', ""'"", ',', ""'"", ',', ""'superficial"", ""'"", ',', ""'humour"", ""'"", ',', ""'and"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'lot"", ""'"", ',', ""'of"", ""'"", ',', ""'very"", ""'"", ',', ""'bad"", ""'"", ',', ""'scouse"", ""'"", ',', ""'accents"", ""'"", ']']",0.0,"['effective', 'portrait', 'life', 'stasis', 'power', 'inertia', 'arrest', 'development', 'existence']",[]
5893,5894.0,236.0,"['[', ""'in"", ""'"", ',', ""'an"", ""'"", ',', ""'era"", ""'"", ',', ""'where"", ""'"", ',', ""'big"", ""'"", ',', ""'stars"", ""'"", ',', ""'and"", ""'"", ',', ""'high"", ""'"", ',', ""'production"", ""'"", ',', ""'values"", ""'"", ',', ""'are"", ""'"", ',', ""'standard"", ""'"", ',', ""'procedure"", ""'"", ',', ""'"", ',', ""'"", ',', ""'narc"", ""'"", ',', ""'strikes"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'defiantly"", ""'"", ',', ""'retro"", ""'"", ',', ""'chord"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'outpaces"", ""'"", ',', ""'its"", ""'"", ',', ""'contemporaries"", ""'"", ',', ""'with"", ""'"", ',', ""'daring"", ""'"", ',', ""'and"", ""'"", ',', ""'verve"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['big', 'mistake']",[]
5934,5935.0,237.0,"['[', ""'"", 'a', ""'"", ',', ""'rip-roaring"", ""'"", ',', ""'comedy"", ""'"", ',', ""'action"", ""'"", ',', ""'fest"", ""'"", ',', ""'that"", ""'"", ',', '``', ""'ll"", ""''"", ',', ""'put"", ""'"", ',', ""'hairs"", ""'"", ',', ""'on"", ""'"", ',', ""'your"", ""'"", ',', ""'chest"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['explosion', 'essentially', 'ruin', 'rather', 'overpower', 'fiction', 'movie']",[]
5952,5953.0,238.0,"['[', ""'"", '...', ""'"", ',', ""'"", 'a', ""'"", ',', ""'thoughtful"", ""'"", ',', ""'what-if"", ""'"", ',', ""'for"", ""'"", ',', ""'the"", ""'"", ',', ""'heart"", ""'"", ',', ""'as"", ""'"", ',', ""'well"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'mind"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['everything', 'right', 'blade', 'wrong', 'sequel']",[]
5963,5964.0,239.0,"['[', ""'miyazaki"", ""'"", ',', ""'is"", ""'"", ',', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'world"", ""'"", ',', ""'cinema"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'most"", ""'"", ',', ""'wondrously"", ""'"", ',', ""'gifted"", ""'"", ',', ""'artists"", ""'"", ',', ""'and"", ""'"", ',', ""'storytellers"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['story', 'really', 'place', 'go', 'since', 'simone', 'real', 'ca', 'provide', 'conflict']",[]
5981,5982.0,240.0,"['[', ""'"", 'a', ""'"", ',', ""'chronicle"", ""'"", ',', ""'not"", ""'"", ',', ""'only"", ""'"", ',', ""'of"", ""'"", ',', ""'one"", ""'"", ',', ""'man"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'quest"", ""'"", ',', ""'to"", ""'"", ',', ""'be"", ""'"", ',', ""'president"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'of"", ""'"", ',', ""'how"", ""'"", ',', ""'that"", ""'"", ',', ""'man"", ""'"", ',', ""'single-handedly"", ""'"", ',', ""'turned"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'plane"", ""'"", ',', ""'full"", ""'"", ',', ""'of"", ""'"", ',', ""'hard-bitten"", ""'"", ',', ""'"", ',', ""'"", ',', ""'cynical"", ""'"", ',', ""'journalists"", ""'"", ',', ""'into"", ""'"", ',', ""'what"", ""'"", ',', ""'was"", ""'"", ',', ""'essentially"", ""'"", ',', ""'"", ',', ""'"", ',', ""'by"", ""'"", ',', ""'campaign"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'end"", ""'"", ',', ""'"", ',', ""'"", ',', ""'an"", ""'"", ',', ""'extended"", ""'"", ',', ""'publicity"", ""'"", ',', ""'department"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['rare', 'combination', 'bad', 'writing', 'bad', 'direction', 'bad', 'acting', 'trifecta', 'badness']",[]
6036,6037.0,241.0,"['[', ""'provides"", ""'"", ',', ""'the"", ""'"", ',', ""'kind"", ""'"", ',', ""'of"", ""'"", ',', ""'"", '`', ""'"", ',', ""'laugh"", ""'"", ',', ""'therapy"", ""'"", ',', '``', ""'"", ""''"", ',', ""'"", 'i', ""'"", ',', ""'need"", ""'"", ',', ""'from"", ""'"", ',', ""'movie"", ""'"", ',', ""'comedies"", ""'"", ',', ""'"", '--', ""'"", ',', ""'offbeat"", ""'"", ',', ""'humor"", ""'"", ',', ""'"", ',', ""'"", ',', ""'amusing"", ""'"", ',', ""'characters"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'happy"", ""'"", ',', ""'ending"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['crammed', 'scene', 'vista', 'pretty', 'moment', 'leave', 'crucial', 'thing', 'like', 'character', 'development', 'coherence']",[]
6066,6067.0,242.0,"['[', ""'feels"", ""'"", ',', ""'strangely"", ""'"", ',', ""'hollow"", ""'"", ',', ""'at"", ""'"", ',', ""'its"", ""'"", ',', ""'emotional"", ""'"", ',', ""'core"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['screenplay', 'come', 'across', 'rather', 'unintentionally']",[]
6076,6077.0,243.0,"['[', ""'at"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'time"", ""'"", ',', ""'when"", ""'"", ',', ""'commercialism"", ""'"", ',', ""'has"", ""'"", ',', ""'squeezed"", ""'"", ',', ""'the"", ""'"", ',', ""'life"", ""'"", ',', ""'out"", ""'"", ',', ""'of"", ""'"", ',', ""'whatever"", ""'"", ',', ""'idealism"", ""'"", ',', ""'american"", ""'"", ',', ""'moviemaking"", ""'"", ',', ""'ever"", ""'"", ',', ""'had"", ""'"", ',', ""'"", ',', ""'"", ',', ""'godfrey"", ""'"", ',', ""'reggio"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'career"", ""'"", ',', ""'shines"", ""'"", ',', ""'like"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'lonely"", ""'"", ',', ""'beacon"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['canny', 'derivative', 'wildly', 'gruesome', 'portrait', 'london', 'sociopath', 'scariest', 'sadist']",[]
6111,6112.0,244.0,"['[', ""'director"", ""'"", ',', ""'roger"", ""'"", ',', ""'michell"", ""'"", ',', ""'does"", ""'"", ',', ""'so"", ""'"", ',', ""'many"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'little"", ""'"", ',', ""'things"", ""'"", ',', ""'right"", ""'"", ',', ""'that"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'difficult"", ""'"", ',', ""'not"", ""'"", ',', ""'to"", ""'"", ',', ""'cuss"", ""'"", ',', ""'him"", ""'"", ',', ""'out"", ""'"", ',', ""'severely"", ""'"", ',', ""'for"", ""'"", ',', ""'bungling"", ""'"", ',', ""'the"", ""'"", ',', ""'big"", ""'"", ',', ""'stuff"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['story', 'emerge', 'element', 'romance', 'tragedy', 'even', 'comedy']",[]
6142,6143.0,245.0,"['[', ""'robert"", ""'"", ',', ""'harmon"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'less-is-more"", ""'"", ',', ""'approach"", ""'"", ',', ""'delivers"", ""'"", ',', ""'real"", ""'"", ',', ""'bump-in"", ""'"", ',', ""'-"", ""'"", ',', ""'the-night"", ""'"", ',', ""'chills"", ""'"", ',', ""'"", '--', ""'"", ',', ""'his"", ""'"", ',', ""'greatest"", ""'"", ',', ""'triumph"", ""'"", ',', ""'is"", ""'"", ',', ""'keeping"", ""'"", ',', ""'the"", ""'"", ',', ""'creepy"", ""'"", ',', ""'crawlies"", ""'"", ',', ""'hidden"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'thick"", ""'"", ',', ""'shadows"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['director', 'chris', 'columbus', 'take', 'approach', 'rowling', 'stifle', 'creativity', 'allow', 'film', 'drag', 'nearly', 'three', 'hour']",[]
6179,6180.0,246.0,"['[', ""'this"", ""'"", ',', ""'movie"", ""'"", ',', ""'may"", ""'"", ',', ""'not"", ""'"", ',', ""'have"", ""'"", ',', ""'the"", ""'"", ',', ""'highest"", ""'"", ',', ""'production"", ""'"", ',', ""'values"", ""'"", ',', ""'you"", ""'"", ',', '``', ""'ve"", ""''"", ',', ""'ever"", ""'"", ',', ""'seen"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'the"", ""'"", ',', ""'work"", ""'"", ',', ""'of"", ""'"", ',', ""'an"", ""'"", ',', ""'artist"", ""'"", ',', ""'"", ',', ""'"", ',', ""'one"", ""'"", ',', ""'whose"", ""'"", ',', ""'view"", ""'"", ',', ""'of"", ""'"", ',', ""'america"", ""'"", ',', ""'"", ',', ""'"", ',', ""'history"", ""'"", ',', ""'and"", ""'"", ',', ""'the"", ""'"", ',', ""'awkwardness"", ""'"", ',', ""'of"", ""'"", ',', ""'human"", ""'"", ',', ""'life"", ""'"", ',', ""'is"", ""'"", ',', ""'generous"", ""'"", ',', ""'and"", ""'"", ',', ""'deep"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['one', 'leave', 'even', 'awful', 'act', 'commit', 'overwhelming', 'sadness', 'feel', 'make', 'way', 'bloodstream']",[]
6220,6221.0,247.0,"['[', ""'feral"", ""'"", ',', ""'and"", ""'"", ',', ""'uncomfortable"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['unusual', 'thoughtful', 'rich', 'subject', 'fantastic', 'moment', 'scene']",[]
6225,6226.0,248.0,"['[', ""'sillier"", ""'"", ',', ""'"", ',', ""'"", ',', ""'cuter"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'shorter"", ""'"", ',', ""'than"", ""'"", ',', ""'the"", ""'"", ',', ""'first"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'as"", ""'"", ',', ""'best"", ""'"", ',', ""'"", 'i', ""'"", ',', ""'remember"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'still"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'very"", ""'"", ',', ""'good"", ""'"", ',', ""'time"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'cinema"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['life', 'affirm', 'heartbreaking', 'sweet', 'without', 'decay', 'factor', 'funny', 'sad']",[]
6253,6254.0,249.0,"['[', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'more"", ""'"", ',', ""'enjoyable"", ""'"", ',', ""'than"", ""'"", ',', ""'"", 'i', ""'"", ',', ""'expected"", ""'"", ',', ""'"", ',', ""'"", ',', ""'though"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'that"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'because"", ""'"", ',', ""'the"", ""'"", ',', ""'laughs"", ""'"", ',', ""'come"", ""'"", ',', ""'from"", ""'"", ',', ""'fairly"", ""'"", ',', ""'basic"", ""'"", ',', ""'comedic"", ""'"", ',', ""'constructs"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['vintage', 'spielberg', 'finally', 'minimally', 'satisfying']",[]
6281,6282.0,250.0,"['[', ""'black-and-white"", ""'"", ',', ""'and"", ""'"", ',', ""'unrealistic"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['come', 'like', 'bad', 'imitation', 'bard']",[]
6286,6287.0,251.0,"['[', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'predictable"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'reassuring"", ""'"", ',', ""'manner"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'beautifully"", ""'"", ',', ""'sung"", ""'"", ',', ""'holiday"", ""'"", ',', ""'carol"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['best', 'herzog', 'perhaps', 'unmistakably', 'herzog']",[]
6304,6305.0,252.0,"['[', ""'the"", ""'"", ',', ""'only"", ""'"", ',', ""'camouflage"", ""'"", ',', ""'carvey"", ""'"", ',', ""'should"", ""'"", ',', ""'now"", ""'"", ',', ""'be"", ""'"", ',', ""'considering"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'paper"", ""'"", ',', ""'bag"", ""'"", ',', ""'to"", ""'"", ',', ""'wear"", ""'"", ',', ""'over"", ""'"", ',', ""'his"", ""'"", ',', ""'head"", ""'"", ',', ""'when"", ""'"", ',', ""'he"", ""'"", ',', ""'goes"", ""'"", ',', ""'out"", ""'"", ',', ""'into"", ""'"", ',', ""'public"", ""'"", ',', ""'"", ',', ""'"", ',', ""'to"", ""'"", ',', ""'avoid"", ""'"", ',', ""'being"", ""'"", ',', ""'recognized"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'man"", ""'"", ',', ""'who"", ""'"", ',', ""'bilked"", ""'"", ',', ""'unsuspecting"", ""'"", ',', ""'moviegoers"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['george', 'clooney', 'first', 'directorial', 'effort', 'present', 'utterly', 'ridiculous', 'shaggy', 'dog', 'story', 'one', 'creative', 'energetic', 'original', 'comedy', 'hit', 'screen', 'year']",[]
6351,6352.0,253.0,"['[', ""'not"", ""'"", ',', ""'about"", ""'"", ',', ""'scares"", ""'"", ',', ""'but"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'mood"", ""'"", ',', ""'in"", ""'"", ',', ""'which"", ""'"", ',', ""'an"", ""'"", ',', ""'ominous"", ""'"", ',', ""'"", ',', ""'"", ',', ""'pervasive"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'unknown"", ""'"", ',', ""'threat"", ""'"", ',', ""'lurks"", ""'"", ',', ""'just"", ""'"", ',', ""'below"", ""'"", ',', ""'the"", ""'"", ',', ""'proceedings"", ""'"", ',', ""'and"", ""'"", ',', ""'adds"", ""'"", ',', ""'an"", ""'"", ',', ""'almost"", ""'"", ',', ""'constant"", ""'"", ',', ""'mindset"", ""'"", ',', ""'of"", ""'"", ',', ""'suspense"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['love', 'scenes', 'end', 'someone', 'screaming']",[]
6390,6391.0,254.0,"['[', ""'some"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'computer"", ""'"", ',', ""'animation"", ""'"", ',', ""'is"", ""'"", ',', ""'handsome"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'various"", ""'"", ',', ""'amusing"", ""'"", ',', ""'sidekicks"", ""'"", ',', ""'add"", ""'"", ',', ""'much-needed"", ""'"", ',', ""'levity"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'otherwise"", ""'"", ',', ""'bleak"", ""'"", ',', ""'tale"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'overall"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'never"", ""'"", ',', ""'rises"", ""'"", ',', ""'above"", ""'"", ',', ""'mediocrity"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['start', 'original', 'story', 'instead', 'slap', 'extreme', 'humor', 'gag', 'top', 'old', 'crap']",[]
